name,englishName,minPlayers,maxPlayers,minPlayTime,maxPlayTime,rating,ratingCount,learningComplexity,strategyComplexity,complexityVotes,isExpansion,code,atlasID,atlasURL,thumbnail,
御用達,御用達 (Royal Warrant),3,4,30,45,0,0,0,0,0,FALSE,4589957330027,LlLtmyzaDF,https://www.boardgameatlas.com/game/LlLtmyzaDF/-royal-warrant,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
ごきぶりデュエル,Kakerlaken-Duell,2,2,15,25,0,0,0,0,0,FALSE,4580215110337,rQN4C2Yq4m,https://www.boardgameatlas.com/game/rQN4C2Yq4m/kakerlakenduell,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
ito,ito,2,10,30,30,0,0,0,0,0,FALSE,4542325120316,cELdMLaBlH,https://www.boardgameatlas.com/game/cELdMLaBlH/ito,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Borsenspiel,Das Börsenspiel n-tv,2,4,45,45,0,0,0,0,0,FALSE,4260071876935,wflJdCACG0,https://www.boardgameatlas.com/game/wflJdCACG0/das-brsenspiel-ntv,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
マタンガ！,Matanga!,2,5,20,25,0,0,0,0,0,FALSE,4573351970019,OE3vgq5GTm,https://www.boardgameatlas.com/game/OE3vgq5GTm/matanga,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Opus-Dei,Opus-Dei: Existence After Religion,2,6,45,45,0,0,0,0,0,FALSE,5700004000178,n4V1I9o0aq,https://www.boardgameatlas.com/game/n4V1I9o0aq/opusdei-existence-after-religion,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
戦国大名 ~くにとりっ!外伝 決戦萌ヶ原,Kunitori! Kessen: The Battle of Moegahara,2,6,45,45,0,0,0,0,0,FALSE,4542325457412,MTDiXLFoIX,https://www.boardgameatlas.com/game/MTDiXLFoIX/kunitori-kessen-the-battle-of-moegahara,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Blade Rondo Night Theater,Blade Rondo Night Theater,1,2,10,20,0,0,0,0,0,FALSE,4562452240176,wauclEvVZr,https://www.boardgameatlas.com/game/wauclEvVZr/blade-rondo-night-theater,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
あいのり,Ai-Nori,2,7,45,45,0,0,0,0,0,FALSE,4543112067593,f62iSUgIKF,https://www.boardgameatlas.com/game/f62iSUgIKF/ainori,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
パラレルワールド,Parallel Worlds,2,4,30,30,0,0,0,0,0,FALSE,4580519550013,UIHXWwbsi3,https://www.boardgameatlas.com/game/UIHXWwbsi3/parallel-worlds,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Aquarian Age -レミリア・スウェーデンボルグ-,Aquarian Age,2,2,30,30,0,0,0,0,0,FALSE,4510417193241,MMiJGzp1fn,https://www.boardgameatlas.com/game/MMiJGzp1fn/aquarian-age,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Der weiße Lotus,Der weiße Lotus,3,6,80,80,0,0,0,0,0,FALSE,4002051682415,EdlXxDY3d6,https://www.boardgameatlas.com/game/EdlXxDY3d6/der-weie-lotus,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1560813164107,
Capone,Capone: The Business of Prohibition,,,,,0,0,0,0,0,FALSE,4007396043006,9lYxh8p0HG,https://www.boardgameatlas.com/game/9lYxh8p0HG/capone-the-business-of-prohibition,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1573062296517,
Psylent Phantom,Psylent Phantom,2,4,15,20,0,0,0,0,0,FALSE,4573454890184,uj1OfwuYjr,https://www.boardgameatlas.com/game/uj1OfwuYjr/psylent-phantom,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
ヴォーパルス,Vorpals,2,5,30,30,0,0,0,0,0,FALSE,4542325508336,f7zPSN9aPU,https://www.boardgameatlas.com/game/f7zPSN9aPU/vorpals,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
MELTDOWN 2020,Meltdown 2020,1,5,40,40,0,0,0,0,0,FALSE,4015566008472,c0UWfTBnll,https://www.boardgameatlas.com/game/c0UWfTBnll/meltdown-2020,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559254786686-51NNzj6OkYL.jpg,
トレインレイダー,Train Raider,2,5,180,180,0,0,0,0,0,FALSE,4979817521021,HJBsQQVOsM,https://www.boardgameatlas.com/game/HJBsQQVOsM/train-raider,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
Fluss der Drachen,Fluss der Drachen,2,4,30,30,0,0,0,0,0,FALSE,4002051680107,J3FaCtXkC1,https://www.boardgameatlas.com/game/J3FaCtXkC1/fluss-der-drachen,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
シャドウレイダーズ,Shadow Raiders,4,8,60,60,0,0,0,0,0,FALSE,4571398990809,wOFMDmlCtb,https://www.boardgameatlas.com/game/wOFMDmlCtb/shadow-raiders,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
カタンの開拓者たち TURNIER-SET,Die Siedler von Catan: Das Turnier-Set zum Kartenspiel,2,2,60,60,0,0,0,0,0,FALSE,4002051685119,2HxQteEIED,https://www.boardgameatlas.com/game/2HxQteEIED/die-siedler-von-catan-das-turnierset-zum-kartenspiel,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
DRACO,Draco,2,2,15,15,0,0,0,0,0,FALSE,4001504492434,EIsEgTRlk9,https://www.boardgameatlas.com/game/EIsEgTRlk9/draco,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
ナショナルエコノミー,National Economy,1,4,30,45,0,0,0,0,0,FALSE,4562526560209,MC8NR89Bm5,https://www.boardgameatlas.com/game/MC8NR89Bm5/national-economy,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
魔法にかかったみたい Wie verhext!,Wie verhext!: Der brodelnde Theriak,3,5,45,45,0,0,0,0,0,FALSE,4005556269341,JFA8rbmQst,https://www.boardgameatlas.com/game/JFA8rbmQst/wie-verhext-der-brodelnde-theriak,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
ローゼンケーニッヒ,RosenKreuz / ローゼンクロイツ,,,,,0,0,0,0,0,FALSE,4002051691127,yjH9gO7rGy,https://www.boardgameatlas.com/game/yjH9gO7rGy/rosenkreuz--,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1656338440911.png,
Langfinger,Langfinger,2,5,20,30,0,0,0,0,0,FALSE,4250231703300,NzdDMDpVMy,https://www.boardgameatlas.com/game/NzdDMDpVMy/sticky-finger,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1559257506673-51eVqRVKWJL.jpg,
DUNGEON FIGHTER,Dungeon Fighter,,,,,0,0,0,0,0,FALSE,4015566000742,I1c9Fr3c4o,https://www.boardgameatlas.com/game/I1c9Fr3c4o/dungeon-fighter,https://s3-us-west-1.amazonaws.com/5cc.images/games/uploaded/1601439857148,
AKINDO,Akindo,3,5,20,20,0,0,0,0,0,FALSE,4560456650021,UY7BelVRnA,https://www.boardgameatlas.com/game/UY7BelVRnA/akindo,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
レジスタ,Regista,2,2,60,60,0,0,0,0,0,FALSE,4954736100014,9aCDouEHwF,https://www.boardgameatlas.com/game/9aCDouEHwF/regista,https://s3-us-west-1.amazonaws.com/5cc.images/games/empty+box.jpg,
女子高制服百貨かるた 全48校,,,,,,,,,,,,4562283110549,,,,
幻冬舎 カタカナーシ,,,,,,,,,,,,4562283112437,,,,
SCOUT,,,,,,,,,,,,4570041060012,,,,
INKLUDE 墨の魔術師,,,,,,,,,,,,4562344220033,,,,
アテッコ,,,,,,,,,,,,4580439940130,,,,
TATEWARI,,,,,,,,,,,,4571398990298,,,,
Handelsfursten Herren der meere,,,,,,,,,,,,9783939794387,,,,
ダンシングエッグ,,,,,,,,,,,,4010168044484,,,,
経済TCG エコノミカ スターターデッキ,,,,,,,,,,,,4560474750024,,,,
戦国大名 くにとりっ!,,,,,,,,,,,,4542325457207,,,,
えるあらめいん,,,,,,,,,,,,4542325457122,,,,
魔法帝国の興亡,,,,,,,,,,,,4905040028204,,,,
モノポリーキャッシュカードエディション,,,,,,,,,,,,4904810305323,,,,
ロイヤルターフ,,,,,,,,,,,,4571398990588,,,,
ホテルサモア,,,,,,,,,,,,4542325409008,,,,
陰陽百鬼譚,,,,,,,,,,,,4712946396623,,,,
めざせアイドル,,,,,,,,,,,,4904880105847,,,,
RUNE BOUND,,,,,,,,,,,,4542325400104,,,,
沈没大作戦 jr.,,,,,,,,,,,,4975430013707,,,,
ROBOTS,,,,,,,,,,,,728943119930,,,,
モンスターメーカー,,,,,,,,,,,,4932131000016,,,,
勝ち残り大作戦Jr.,,,,,,,,,,,,4975430013523,,,,
パラノイア,,,,,,,,,,,,4534966891014,,,,
超大富豪ゲーム,,,,,,,,,,,,4962514290055,,,,
スーパーサッカースタジアム サッカー日本代表チームモデル,,,,,,,,,,,,4905040052049,,,,
Caizards quest,,,,,,,,,,,,45708008255,,,,
